state,county,candidate,total votes
pennsylvania,tioga,Donald Trump,21075
pennsylvania,union,Donald Trump,20115
pennsylvania,venango,Donald Trump,26528
pennsylvania,warren,Donald Trump,20650
pennsylvania,washington,Donald Trump,118478
pennsylvania,wayne,Donald Trump,28089
pennsylvania,westmoreland,Donald Trump,205183
pennsylvania,wyoming,Donald Trump,14858
pennsylvania,york,Donald Trump,238471
rhode island,bristol,Joe Biden,11657
rhode island,newport,Joe Biden,10712
rhode island,providence,Joe Biden,57167
south carolina,abbeville,Donald Trump,12433
south carolina,aiken,Donald Trump,85185
south carolina,allendale,Joe Biden,3593
south carolina,anderson,Donald Trump,96093
south carolina,bamberg,Joe Biden,6482
south carolina,barnwell,Donald Trump,10321
south carolina,beaufort,Donald Trump,97835
south carolina,berkeley,Donald Trump,104458
south carolina,calhoun,Donald Trump,8291
south carolina,charleston,Joe Biden,218857
south carolina,cherokee,Donald Trump,25270
south carolina,chester,Donald Trump,15757
south carolina,chesterfield,Donald Trump,18876
south carolina,clarendon,Donald Trump,16733
south carolina,colleton,Donald Trump,19283
south carolina,darlington,Donald Trump,32417
south carolina,dillon,Donald Trump,13101
south carolina,dorchester,Donald Trump,77278
south carolina,edgefield,Donald Trump,13304
south carolina,fairfield,Joe Biden,12136
south carolina,florence,Donald Trump,64510
south carolina,georgetown,Donald Trump,36668
south carolina,greenville,Donald Trump,258155
south carolina,greenwood,Donald Trump,32006
south carolina,hampton,Joe Biden,9305
south carolina,horry,Donald Trump,179744
south carolina,jasper,Joe Biden,14394
south carolina,kershaw,Donald Trump,33629
south carolina,lancaster,Donald Trump,49868
south carolina,laurens,Donald Trump,30488
south carolina,lee,Joe Biden,8431
south carolina,lexington,Donald Trump,144568
south carolina,marion,Joe Biden,14704
south carolina,marlboro,Joe Biden,11446
south carolina,mccormick,Donald Trump,5697
south carolina,newberry,Donald Trump,18631
south carolina,oconee,Donald Trump,40668
south carolina,orangeburg,Joe Biden,41205
south carolina,pickens,Donald Trump,57546
south carolina,richland,Joe Biden,193822
south carolina,saluda,Donald Trump,9274
south carolina,spartanburg,Donald Trump,148655
south carolina,sumter,Joe Biden,48920
south carolina,union,Donald Trump,13257
south carolina,williamsburg,Joe Biden,15985
south carolina,york,Donald Trump,144050
south dakota,aurora,Donald Trump,1405
south dakota,beadle,Donald Trump,7081
south dakota,bennett,Donald Trump,1183
south dakota,bon homme,Donald Trump,3001
south dakota,brookings,Donald Trump,14567
south dakota,brown,Donald Trump,17547
south dakota,brule,Donald Trump,2490
south dakota,buffalo,Joe Biden,549
south dakota,butte,Donald Trump,4802
south dakota,campbell,Donald Trump,873
south dakota,charles mix,Donald Trump,3783
south dakota,clark,Donald Trump,1850
south dakota,clay,Joe Biden,5698
south dakota,codington,Donald Trump,13161
south dakota,corson,Donald Trump,1283
south dakota,custer,Donald Trump,5494
south dakota,davison,Donald Trump,8454
south dakota,day,Donald Trump,2964
south dakota,deuel,Donald Trump,2350
south dakota,dewey,Joe Biden,1966
south dakota,douglas,Donald Trump,1707
south dakota,edmunds,Donald Trump,1985
south dakota,fall river,Donald Trump,4042
south dakota,faulk,Donald Trump,1182
south dakota,grant,Donald Trump,3745
south dakota,gregory,Donald Trump,2258
south dakota,haakon,Donald Trump,1137
south dakota,hamlin,Donald Trump,3083
south dakota,hand,Donald Trump,1836
south dakota,hanson,Donald Trump,2388
south dakota,harding,Donald Trump,813
south dakota,hughes,Donald Trump,8723
south dakota,hutchinson,Donald Trump,3767
south dakota,hyde,Donald Trump,710
south dakota,jackson,Donald Trump,1115
south dakota,jerauld,Donald Trump,1006
south dakota,jones,Donald Trump,599
south dakota,kingsbury,Donald Trump,2779
south dakota,lake,Donald Trump,5873
south dakota,lawrence,Donald Trump,13828
south dakota,lincoln,Donald Trump,32396
south dakota,lyman,Donald Trump,1597
south dakota,marshall,Donald Trump,2178
south dakota,mccook,Donald Trump,2900
south dakota,mcpherson,Donald Trump,1324
south dakota,meade,Donald Trump,13670
south dakota,mellette,Donald Trump,769
south dakota,miner,Donald Trump,1138
south dakota,minnehaha,Donald Trump,92326
south dakota,moody,Donald Trump,3206
south dakota,oglala lakota,Joe Biden,3200
south dakota,pennington,Donald Trump,57518
south dakota,perkins,Donald Trump,1669
south dakota,potter,Donald Trump,1380
south dakota,roberts,Donald Trump,4307
south dakota,sanborn,Donald Trump,1185
south dakota,spink,Donald Trump,3163
south dakota,stanley,Donald Trump,1652
south dakota,sully,Donald Trump,930
south dakota,todd,Joe Biden,2539
south dakota,tripp,Donald Trump,2696
south dakota,turner,Donald Trump,4548
south dakota,union,Donald Trump,8855
south dakota,walworth,Donald Trump,2580
south dakota,yankton,Donald Trump,10900
south dakota,ziebach,Joe Biden,906
tennessee,anderson,Donald Trump,35570
tennessee,bedford,Donald Trump,19088
tennessee,benton,Donald Trump,7260
tennessee,bledsoe,Donald Trump,5758
tennessee,blount,Donald Trump,66609
tennessee,bradley,Donald Trump,45865
tennessee,campbell,Donald Trump,14933
tennessee,cannon,Donald Trump,6557
tennessee,carroll,Donald Trump,11905
tennessee,carter,Donald Trump,24492
tennessee,cheatham,Donald Trump,20260
tennessee,chester,Donald Trump,7584
tennessee,claiborne,Donald Trump,12945
tennessee,clay,Donald Trump,3506
tennessee,cocke,Donald Trump,14859
tennessee,coffee,Donald Trump,24282
tennessee,crockett,Donald Trump,6114
tennessee,cumberland,Donald Trump,32279
tennessee,davidson,Joe Biden,309658
tennessee,decatur,Donald Trump,5241
tennessee,dekalb,Donald Trump,8513
tennessee,dickson,Donald Trump,24323
tennessee,dyer,Donald Trump,15079
tennessee,fayette,Donald Trump,22984
tennessee,fentress,Donald Trump,8729
tennessee,franklin,Donald Trump,19132
tennessee,gibson,Donald Trump,22335
tennessee,giles,Donald Trump,13203
tennessee,grainger,Donald Trump,10134
tennessee,greene,Donald Trump,28087
tennessee,grundy,Donald Trump,5855
tennessee,hamblen,Donald Trump,24631
tennessee,hamilton,Donald Trump,171113
tennessee,hancock,Donald Trump,2744
tennessee,hardeman,Donald Trump,10063
tennessee,hardin,Donald Trump,11538
tennessee,hawkins,Donald Trump,24824
tennessee,haywood,Joe Biden,7439
tennessee,henderson,Donald Trump,12020
tennessee,henry,Donald Trump,15047
tennessee,hickman,Donald Trump,9832
tennessee,houston,Donald Trump,3686
tennessee,humphreys,Donald Trump,8236
tennessee,jackson,Donald Trump,5323
tennessee,jefferson,Donald Trump,23616
tennessee,johnson,Donald Trump,7801
tennessee,knox,Donald Trump,220556
tennessee,lake,Donald Trump,2034
tennessee,lauderdale,Donald Trump,8965
tennessee,lawrence,Donald Trump,18718
tennessee,lewis,Donald Trump,5609
tennessee,lincoln,Donald Trump,15608
tennessee,loudon,Donald Trump,29347
tennessee,macon,Donald Trump,9487
tennessee,madison,Donald Trump,42950
tennessee,marion,Donald Trump,13256
tennessee,marshall,Donald Trump,14878
tennessee,maury,Donald Trump,46657
tennessee,mcminn,Donald Trump,22844
tennessee,mcnairy,Donald Trump,11275
tennessee,meigs,Donald Trump,5532
tennessee,monroe,Donald Trump,20797
tennessee,montgomery,Donald Trump,76758
tennessee,moore,Donald Trump,3539
tennessee,morgan,Donald Trump,8228
tennessee,obion,Donald Trump,13521
tennessee,overton,Donald Trump,10037
tennessee,perry,Donald Trump,3428
tennessee,pickett,Donald Trump,2931
tennessee,polk,Donald Trump,8360
tennessee,putnam,Donald Trump,33593
tennessee,rhea,Donald Trump,13637
tennessee,roane,Donald Trump,25917
tennessee,robertson,Donald Trump,33717
tennessee,rutherford,Donald Trump,143878
tennessee,scott,Donald Trump,9052
tennessee,sequatchie,Donald Trump,7252
tennessee,sevier,Donald Trump,43535
tennessee,shelby,Joe Biden,382055
tennessee,smith,Donald Trump,9051
tennessee,stewart,Donald Trump,6296
tennessee,sullivan,Donald Trump,74357
tennessee,sumner,Donald Trump,92630
tennessee,tipton,Donald Trump,27308
tennessee,trousdale,Donald Trump,3998
tennessee,unicoi,Donald Trump,8307
tennessee,union,Donald Trump,8123
tennessee,van buren,Donald Trump,2921
tennessee,warren,Donald Trump,16692
tennessee,washington,Donald Trump,60203
tennessee,wayne,Donald Trump,6669
tennessee,weakley,Donald Trump,13735
tennessee,white,Donald Trump,11895
tennessee,williamson,Donald Trump,139016
tennessee,wilson,Donald Trump,74330
texas,anderson,Donald Trump,19227
texas,andrews,Donald Trump,5863
texas,angelina,Donald Trump,34574
texas,aransas,Donald Trump,12290
texas,archer,Donald Trump,4796
texas,armstrong,Donald Trump,1112
texas,atascosa,Donald Trump,18118
texas,austin,Donald Trump,14554
texas,bailey,Donald Trump,1860
texas,bandera,Donald Trump,12715
texas,bastrop,Donald Trump,36665
texas,baylor,Donald Trump,1702
texas,bee,Donald Trump,9420
texas,bell,Donald Trump,127375
texas,bexar,Joe Biden,768952
texas,blanco,Donald Trump,7441
texas,borden,Donald Trump,416
texas,bosque,Donald Trump,9126
texas,bowie,Donald Trump,38261
texas,brazoria,Donald Trump,154984
texas,brazos,Donald Trump,85061
texas,brewster,Donald Trump,4822
texas,briscoe,Donald Trump,725
texas,brooks,Joe Biden,2484
texas,brown,Donald Trump,15969
texas,burleson,Donald Trump,8609
texas,burnet,Donald Trump,24717
texas,caldwell,Donald Trump,14973
texas,calhoun,Donald Trump,7856
texas,callahan,Donald Trump,6832
texas,cameron,Joe Biden,114174
texas,camp,Donald Trump,5060
texas,carson,Donald Trump,3122
texas,cass,Donald Trump,13927
texas,castro,Donald Trump,2083
texas,chambers,Donald Trump,21652
texas,cherokee,Donald Trump,19508
texas,childress,Donald Trump,2279
texas,clay,Donald Trump,5741
texas,cochran,Donald Trump,1000
texas,coke,Donald Trump,1779
texas,coleman,Donald Trump,4124
texas,collin,Donald Trump,492216
texas,collingsworth,Donald Trump,1218
texas,colorado,Donald Trump,9975
texas,comal,Donald Trump,88863
texas,comanche,Donald Trump,6086
texas,concho,Donald Trump,1268
texas,cooke,Donald Trump,18988
texas,coryell,Donald Trump,23490
texas,cottle,Donald Trump,662
texas,crane,Donald Trump,1503
texas,crockett,Donald Trump,1574
texas,crosby,Donald Trump,1953
texas,culberson,Joe Biden,864
texas,dallam,Donald Trump,1609
texas,dallas,Joe Biden,921638
texas,dawson,Donald Trump,3789
texas,deaf smith,Donald Trump,4610
texas,delta,Donald Trump,2592
texas,denton,Donald Trump,417964
texas,dickens,Donald Trump,988
texas,dimmit,Joe Biden,3666
texas,donley,Donald Trump,1648
texas,duval,Joe Biden,5053
texas,eastland,Donald Trump,8292
texas,ector,Donald Trump,44581
texas,edwards,Donald Trump,1066
texas,el paso,Joe Biden,267215
texas,ellis,Donald Trump,85493
texas,erath,Donald Trump,16853
texas,falls,Donald Trump,6133
texas,fannin,Donald Trump,15004
texas,fayette,Donald Trump,12941
texas,fisher,Donald Trump,1826
texas,floyd,Donald Trump,2039
texas,foard,Donald Trump,551
texas,fort bend,Joe Biden,357514
texas,franklin,Donald Trump,5009
texas,freestone,Donald Trump,8711
texas,frio,Donald Trump,5279
texas,gaines,Donald Trump,5995
texas,galveston,Donald Trump,155060
texas,garza,Donald Trump,1653
texas,gillespie,Donald Trump,15846
texas,glasscock,Donald Trump,653
texas,goliad,Donald Trump,3988
texas,gonzales,Donald Trump,7647
texas,gray,Donald Trump,7782
texas,grayson,Donald Trump,59439
texas,gregg,Donald Trump,47982
texas,grimes,Donald Trump,12413
texas,guadalupe,Donald Trump,77592
texas,hale,Donald Trump,9584
texas,hall,Donald Trump,1168
texas,hamilton,Donald Trump,4349
texas,hansford,Donald Trump,2047
texas,hardeman,Donald Trump,1580
texas,hardin,Donald Trump,27635
texas,harris,Joe Biden,1640818
texas,harrison,Donald Trump,29710
texas,hartley,Donald Trump,2078
texas,haskell,Donald Trump,2214
texas,hays,Joe Biden,109357
texas,hemphill,Donald Trump,1720
texas,henderson,Donald Trump,36310
texas,hidalgo,Joe Biden,220884
texas,hill,Donald Trump,14931
texas,hockley,Donald Trump,8095
texas,hood,Donald Trump,32541
texas,hopkins,Donald Trump,15939
texas,houston,Donald Trump,9437
texas,howard,Donald Trump,10240
texas,hudspeth,Donald Trump,1165
texas,hunt,Donald Trump,38574
texas,hutchinson,Donald Trump,8771
texas,irion,Donald Trump,889
texas,jack,Donald Trump,3782
texas,jackson,Donald Trump,6340
texas,jasper,Donald Trump,15608
texas,jeff davis,Donald Trump,1305
texas,jefferson,Donald Trump,94739
texas,jim hogg,Joe Biden,2036
texas,jim wells,Donald Trump,13669
texas,johnson,Donald Trump,72005
texas,jones,Donald Trump,6741
texas,karnes,Donald Trump,5249
texas,kaufman,Donald Trump,56703
texas,kendall,Donald Trump,26438
texas,kenedy,Donald Trump,194
texas,kent,Donald Trump,462
texas,kerr,Donald Trump,27745
texas,kimble,Donald Trump,2292
texas,king,Donald Trump,159
texas,kinney,Donald Trump,1603
texas,kleberg,Donald Trump,10944
texas,knox,Donald Trump,1456
texas,la salle,Donald Trump,2406
texas,lamar,Donald Trump,21418
texas,lamb,Donald Trump,4408
texas,lampasas,Donald Trump,10399
texas,lee,Donald Trump,8086
texas,leon,Donald Trump,8674
texas,liberty,Donald Trump,29334
texas,limestone,Donald Trump,9095
texas,lipscomb,Donald Trump,1353
texas,live oak,Donald Trump,5054
texas,llano,Donald Trump,12660
texas,loving,Donald Trump,66
texas,lubbock,Donald Trump,120771
texas,lynn,Donald Trump,2293
texas,madison,Donald Trump,5297
texas,marion,Donald Trump,4864
texas,martin,Donald Trump,2160
texas,mason,Donald Trump,2474
texas,matagorda,Donald Trump,13726
texas,maverick,Joe Biden,15346
texas,mcculloch,Donald Trump,3436
texas,mclennan,Donald Trump,97771
texas,mcmullen,Donald Trump,516
texas,medina,Donald Trump,22644
texas,menard,Donald Trump,1028
texas,midland,Donald Trump,58856
texas,milam,Donald Trump,10576
texas,mills,Donald Trump,2505
texas,mitchell,Donald Trump,2579
texas,montague,Donald Trump,9814
texas,montgomery,Donald Trump,271451
texas,moore,Donald Trump,5508
texas,morris,Donald Trump,5587
texas,motley,Donald Trump,652
texas,nacogdoches,Donald Trump,26763
texas,navarro,Donald Trump,19121
texas,newton,Donald Trump,6094
texas,nolan,Donald Trump,5356
texas,nueces,Donald Trump,127314
texas,ochiltree,Donald Trump,3156
texas,oldham,Donald Trump,1009
texas,orange,Donald Trump,35994
texas,palo pinto,Donald Trump,12485
texas,panola,Donald Trump,11451
texas,parker,Donald Trump,76128
texas,parmer,Donald Trump,2650
texas,pecos,Donald Trump,4668
texas,polk,Donald Trump,24181
texas,potter,Donald Trump,33321
texas,presidio,Joe Biden,2217
texas,rains,Donald Trump,6053
texas,randall,Donald Trump,64674
texas,reagan,Donald Trump,1124
texas,real,Donald Trump,1982
texas,red river,Donald Trump,5806
texas,reeves,Donald Trump,3687
texas,refugio,Donald Trump,3366
texas,roberts,Donald Trump,550
texas,robertson,Donald Trump,8099
texas,rockwall,Donald Trump,53891
texas,runnels,Donald Trump,4409
texas,rusk,Donald Trump,21368
texas,sabine,Donald Trump,5487
texas,san augustine,Donald Trump,4002
texas,san jacinto,Donald Trump,12638
texas,san patricio,Donald Trump,25888
texas,san saba,Donald Trump,2602
texas,schleicher,Donald Trump,1159
texas,scurry,Donald Trump,5869
texas,shackelford,Donald Trump,1628
texas,shelby,Donald Trump,10084
texas,sherman,Donald Trump,991
texas,smith,Donald Trump,100075
texas,somervell,Donald Trump,4947
texas,starr,Joe Biden,17525
texas,stephens,Donald Trump,3800
texas,sterling,Donald Trump,639
texas,stonewall,Donald Trump,736
texas,sutton,Donald Trump,1557
texas,swisher,Donald Trump,2355
texas,tarrant,Joe Biden,834697
texas,taylor,Donald Trump,55112
texas,terrell,Donald Trump,458
texas,terry,Donald Trump,3612
texas,throckmorton,Donald Trump,899
texas,titus,Donald Trump,10539
texas,tom green,Donald Trump,45210
texas,travis,Joe Biden,610349
texas,trinity,Donald Trump,6938
texas,tyler,Donald Trump,9660
texas,upshur,Donald Trump,18887
texas,upton,Donald Trump,1368
texas,uvalde,Donald Trump,10342
texas,val verde,Donald Trump,15272
texas,van zandt,Donald Trump,25994
texas,victoria,Donald Trump,34188
texas,walker,Donald Trump,23612
texas,waller,Donald Trump,22734
texas,ward,Donald Trump,4060
texas,washington,Donald Trump,17418
texas,webb,Joe Biden,68397
texas,wharton,Donald Trump,16761
texas,wheeler,Donald Trump,2337
texas,wichita,Donald Trump,46030
texas,wilbarger,Donald Trump,4524
texas,willacy,Joe Biden,5549
texas,williamson,Joe Biden,289312
texas,wilson,Donald Trump,25013
texas,winkler,Donald Trump,2126
texas,wise,Donald Trump,32362
texas,wood,Donald Trump,22779
texas,yoakum,Donald Trump,2631
texas,young,Donald Trump,8239
texas,zapata,Donald Trump,3874
texas,zavala,Joe Biden,4379
utah,beaver,Donald Trump,3100
utah,box elder,Donald Trump,27027
utah,cache,Donald Trump,57571
utah,carbon,Donald Trump,9369
utah,daggett,Donald Trump,619
utah,davis,Donald Trump,169895
utah,duchesne,Donald Trump,8524
utah,emery,Donald Trump,4865
utah,garfield,Donald Trump,2732
utah,grand,Joe Biden,5185
utah,iron,Donald Trump,24890
utah,juab,Donald Trump,5866
utah,kane,Donald Trump,4180
utah,millard,Donald Trump,6160
utah,morgan,Donald Trump,6512
utah,piute,Donald Trump,871
utah,rich,Donald Trump,1363
utah,salt lake,Joe Biden,541175
utah,san juan,Donald Trump,6878
utah,sanpete,Donald Trump,12631
utah,sevier,Donald Trump,10363
utah,summit,Joe Biden,26088
utah,tooele,Donald Trump,31518
utah,uintah,Donald Trump,15307
utah,utah,Donald Trump,284480
utah,wasatch,Donald Trump,17581
utah,washington,Donald Trump,90476
utah,wayne,Donald Trump,1621
utah,weber,Donald Trump,111442
vermont,addison,Joe Biden,870
vermont,bennington,Joe Biden,7096
vermont,chittenden,Joe Biden,853
vermont,essex,Joe Biden,13414
vermont,franklin,Donald Trump,754
vermont,grand isle,Joe Biden,1409
vermont,orange,Donald Trump,610
vermont,rutland,Joe Biden,8000
vermont,washington,Joe Biden,609
vermont,windham,Joe Biden,282
vermont,windsor,Joe Biden,1890
virginia,accomack,Donald Trump,16962
virginia,albemarle,Joe Biden,64657
virginia,alexandria,Joe Biden,82508
virginia,alleghany,Donald Trump,8203
virginia,amelia,Donald Trump,7893
virginia,amherst,Donald Trump,17005
virginia,appomattox,Donald Trump,9268
virginia,arlington,Joe Biden,130699
virginia,augusta,Donald Trump,42278
virginia,bath,Donald Trump,2501
virginia,bedford,Donald Trump,48669
virginia,bland,Donald Trump,3479
virginia,botetourt,Donald Trump,21120
virginia,bristol,Donald Trump,7806
virginia,brunswick,Joe Biden,7948
virginia,buchanan,Donald Trump,9953
virginia,buckingham,Donald Trump,8126
virginia,buena vista,Donald Trump,2776
virginia,campbell,Donald Trump,29892
virginia,caroline,Donald Trump,16288
virginia,carroll,Donald Trump,15651
virginia,charles city,Joe Biden,4441
virginia,charlotte,Donald Trump,6191
virginia,charlottesville,Joe Biden,24205
virginia,chesapeake,Joe Biden,127108
virginia,chesterfield,Joe Biden,203884
virginia,clarke,Donald Trump,9337
virginia,colonial heights,Donald Trump,9146
virginia,covington,Donald Trump,2603
virginia,craig,Donald Trump,3169
virginia,culpeper,Donald Trump,27116
virginia,cumberland,Donald Trump,5310
virginia,danville,Joe Biden,19389
virginia,dickenson,Donald Trump,7303
virginia,dinwiddie,Donald Trump,15092
virginia,emporia,Joe Biden,2381
virginia,essex,Donald Trump,6178
virginia,fairfax,Joe Biden,600823
virginia,falls church,Joe Biden,8819
virginia,fauquier,Donald Trump,43661
virginia,floyd,Donald Trump,9408
virginia,fluvanna,Donald Trump,15840
virginia,franklin,Donald Trump,29702
virginia,frederick,Donald Trump,48703
virginia,fredericksburg,Joe Biden,12862
virginia,galax,Donald Trump,2638
virginia,giles,Donald Trump,9176
virginia,gloucester,Donald Trump,22282
virginia,goochland,Donald Trump,16950
virginia,grayson,Donald Trump,8131
virginia,greene,Donald Trump,11311
virginia,greensville,Joe Biden,4574
virginia,halifax,Donald Trump,18248
virginia,hampton,Joe Biden,65901
virginia,hanover,Donald Trump,70967
virginia,harrisonburg,Joe Biden,17086
virginia,henrico,Joe Biden,183152
virginia,henry,Donald Trump,26105
virginia,highland,Donald Trump,1533
virginia,hopewell,Joe Biden,9608
virginia,isle of wight,Donald Trump,23456
virginia,james city,Joe Biden,49622
virginia,king and queen,Donald Trump,4115
virginia,king george,Donald Trump,14224
virginia,king william,Donald Trump,10736
virginia,lancaster,Donald Trump,7152
virginia,lee,Donald Trump,9946
virginia,lexington,Joe Biden,2762
virginia,loudoun,Joe Biden,224862
virginia,louisa,Donald Trump,21915
virginia,lunenburg,Donald Trump,6000
virginia,lynchburg,Joe Biden,36363
virginia,madison,Donald Trump,8129
virginia,manassas,Joe Biden,16968
virginia,manassas park,Joe Biden,6087
virginia,martinsville,Joe Biden,6013
virginia,mathews,Donald Trump,5826
virginia,mecklenburg,Donald Trump,16204
virginia,middlesex,Donald Trump,6785
virginia,montgomery,Joe Biden,45037
virginia,nelson,Donald Trump,9316
virginia,new kent,Donald Trump,14463
virginia,newport news,Joe Biden,81203
virginia,norfolk,Joe Biden,89881
virginia,northampton,Joe Biden,6732
virginia,northumberland,Donald Trump,7815
virginia,norton,Donald Trump,1601
virginia,nottoway,Donald Trump,7078
virginia,orange,Donald Trump,20742
virginia,page,Donald Trump,12514
virginia,patrick,Donald Trump,9534
virginia,petersburg,Joe Biden,14118
virginia,pittsylvania,Donald Trump,34227
virginia,poquoson,Donald Trump,7857
virginia,portsmouth,Joe Biden,44582
virginia,powhatan,Donald Trump,19730
virginia,prince edward,Joe Biden,9574
virginia,prince george,Donald Trump,17432
virginia,prince william,Joe Biden,228056
virginia,pulaski,Donald Trump,17376
virginia,radford,Joe Biden,6320
virginia,rappahannock,Donald Trump,4978
virginia,richmond,Donald Trump,4102
virginia,roanoke,Donald Trump,57184
virginia,rockbridge,Donald Trump,12373
virginia,rockingham,Donald Trump,43811
virginia,russell,Donald Trump,13386
virginia,salem,Donald Trump,13051
virginia,scott,Donald Trump,10869
virginia,shenandoah,Donald Trump,23684
virginia,smyth,Donald Trump,14136
virginia,southampton,Donald Trump,9786
virginia,spotsylvania,Donald Trump,75317
virginia,stafford,Joe Biden,79625
virginia,staunton,Joe Biden,12990
virginia,suffolk,Joe Biden,49642
virginia,surry,Joe Biden,4471
virginia,sussex,Joe Biden,5088
virginia,tazewell,Donald Trump,20134
virginia,virginia beach,Joe Biden,227561
virginia,warren,Donald Trump,21147
virginia,washington,Donald Trump,28685
virginia,waynesboro,Donald Trump,10717
virginia,westmoreland,Donald Trump,9933
virginia,williamsburg,Joe Biden,6883
virginia,winchester,Joe Biden,12106
virginia,wise,Donald Trump,16615
virginia,wythe,Donald Trump,15072
virginia,york,Donald Trump,38787
washington,adams,Donald Trump,5862
washington,asotin,Donald Trump,11951
washington,benton,Donald Trump,103033
washington,chelan,Donald Trump,43306
washington,clallam,Joe Biden,49264
washington,clark,Joe Biden,275403
washington,columbia,Donald Trump,2495
washington,cowlitz,Donald Trump,60280
washington,douglas,Donald Trump,21308
washington,ferry,Donald Trump,4367
washington,franklin,Donald Trump,32404
washington,garfield,Donald Trump,1489
washington,grant,Donald Trump,37680
washington,grays harbor,Donald Trump,38441
washington,island,Joe Biden,53925
washington,jefferson,Joe Biden,24792
washington,king,Joe Biden,1210507
washington,kitsap,Joe Biden,158672
washington,kittitas,Donald Trump,26364
washington,klickitat,Donald Trump,13560
washington,lewis,Donald Trump,45309
washington,lincoln,Donald Trump,7033
washington,mason,Donald Trump,37303
washington,okanogan,Donald Trump,21282
washington,pacific,Donald Trump,14064
washington,pend oreille,Donald Trump,8553
washington,pierce,Joe Biden,464081
washington,san juan,Joe Biden,13197
washington,skagit,Joe Biden,73423
washington,skamania,Donald Trump,7312
washington,snohomish,Joe Biden,438796
washington,spokane,Donald Trump,295430
washington,stevens,Donald Trump,28430
washington,thurston,Joe Biden,168134
washington,wahkiakum,Donald Trump,2981
washington,walla walla,Donald Trump,31261
washington,whatcom,Joe Biden,138620
washington,whitman,Joe Biden,21126
washington,yakima,Donald Trump,96193
west virginia,barbour,Donald Trump,6677
west virginia,berkeley,Donald Trump,51535
west virginia,boone,Donald Trump,9012
west virginia,braxton,Donald Trump,5664
west virginia,brooke,Donald Trump,10656
west virginia,cabell,Donald Trump,37360
west virginia,calhoun,Donald Trump,2971
west virginia,clay,Donald Trump,3365
west virginia,doddridge,Donald Trump,3101
west virginia,fayette,Donald Trump,16862
west virginia,gilmer,Donald Trump,2662
west virginia,grant,Donald Trump,5509
west virginia,greenbrier,Donald Trump,15850
west virginia,hampshire,Donald Trump,10086
west virginia,hancock,Donald Trump,13800
west virginia,hardy,Donald Trump,6331
west virginia,harrison,Donald Trump,30465
west virginia,jackson,Donald Trump,13508
west virginia,jefferson,Donald Trump,27703
west virginia,kanawha,Donald Trump,82244
west virginia,lewis,Donald Trump,7457
west virginia,lincoln,Donald Trump,7830
west virginia,logan,Donald Trump,13026
west virginia,marion,Donald Trump,25794
west virginia,marshall,Donald Trump,14080
west virginia,mason,Donald Trump,11203
west virginia,mcdowell,Donald Trump,6527
west virginia,mercer,Donald Trump,25134
west virginia,mineral,Donald Trump,12872
west virginia,mingo,Donald Trump,10022
west virginia,monongalia,Donald Trump,42072
west virginia,monroe,Donald Trump,6490
west virginia,morgan,Donald Trump,8695
west virginia,nicholas,Donald Trump,10630
west virginia,ohio,Donald Trump,19898
west virginia,pendleton,Donald Trump,3659
west virginia,pleasants,Donald Trump,3491
west virginia,pocahontas,Donald Trump,4008
west virginia,preston,Donald Trump,14572
west virginia,putnam,Donald Trump,28501
west virginia,raleigh,Donald Trump,33106
west virginia,randolph,Donald Trump,12200
west virginia,ritchie,Donald Trump,4283
west virginia,roane,Donald Trump,5763
west virginia,summers,Donald Trump,5585
west virginia,taylor,Donald Trump,7383
west virginia,tucker,Donald Trump,3844
west virginia,tyler,Donald Trump,3922
west virginia,upshur,Donald Trump,10221
west virginia,wayne,Donald Trump,16947
west virginia,webster,Donald Trump,3402
west virginia,wetzel,Donald Trump,6667
west virginia,wirt,Donald Trump,2653
west virginia,wood,Donald Trump,38762
west virginia,wyoming,Donald Trump,8592
wisconsin,adams,Donald Trump,11818
wisconsin,ashland,Joe Biden,8757
wisconsin,barron,Donald Trump,25346
wisconsin,bayfield,Joe Biden,10880
wisconsin,brown,Donald Trump,144017
wisconsin,buffalo,Donald Trump,7816
wisconsin,burnett,Donald Trump,10141
wisconsin,calumet,Donald Trump,30774
wisconsin,chippewa,Donald Trump,35938
wisconsin,clark,Donald Trump,14898
wisconsin,columbia,Donald Trump,33869
wisconsin,crawford,Donald Trump,8695
wisconsin,dane,Joe Biden,344791
wisconsin,dodge,Donald Trump,48436
wisconsin,door,Joe Biden,20117
wisconsin,douglas,Joe Biden,24677
wisconsin,dunn,Donald Trump,23524
wisconsin,eau claire,Joe Biden,58275
wisconsin,florence,Donald Trump,2940
wisconsin,fond du lac,Donald Trump,57251
wisconsin,forest,Donald Trump,5053
wisconsin,grant,Donald Trump,25608
wisconsin,green,Joe Biden,21406
wisconsin,green lake,Donald Trump,10671
wisconsin,iowa,Joe Biden,13992
wisconsin,iron,Donald Trump,4010
wisconsin,jackson,Donald Trump,10184
wisconsin,jefferson,Donald Trump,47979
wisconsin,juneau,Donald Trump,13709
wisconsin,kenosha,Donald Trump,88738
wisconsin,kewaunee,Donald Trump,12095
wisconsin,la crosse,Joe Biden,67884
wisconsin,lafayette,Donald Trump,8555
wisconsin,langlade,Donald Trump,11165
wisconsin,lincoln,Donald Trump,16497
wisconsin,manitowoc,Donald Trump,44829
wisconsin,marathon,Donald Trump,76751
wisconsin,marinette,Donald Trump,22979
wisconsin,marquette,Donald Trump,9065
