state,county,candidate,party,candidate votes,total votes
south dakota,lawrence,Hillary Clinton,democrat,3356,11842
south dakota,lawrence,Donald Trump,republican,7411,11842
south dakota,lawrence,Other,NA,1075,11842
south dakota,lincoln,Hillary Clinton,democrat,8076,25231
south dakota,lincoln,Donald Trump,republican,15499,25231
south dakota,lincoln,Other,NA,1656,25231
south dakota,lyman,Hillary Clinton,democrat,369,1421
south dakota,lyman,Donald Trump,republican,977,1421
south dakota,lyman,Other,NA,75,1421
south dakota,mccook,Hillary Clinton,democrat,623,2587
south dakota,mccook,Donald Trump,republican,1794,2587
south dakota,mccook,Other,NA,170,2587
south dakota,mcpherson,Hillary Clinton,democrat,192,1137
south dakota,mcpherson,Donald Trump,republican,892,1137
south dakota,mcpherson,Other,NA,53,1137
south dakota,marshall,Hillary Clinton,democrat,754,1947
south dakota,marshall,Donald Trump,republican,1056,1947
south dakota,marshall,Other,NA,137,1947
south dakota,meade,Hillary Clinton,democrat,2223,11621
south dakota,meade,Donald Trump,republican,8441,11621
south dakota,meade,Other,NA,957,11621
south dakota,mellette,Hillary Clinton,democrat,238,683
south dakota,mellette,Donald Trump,republican,402,683
south dakota,mellette,Other,NA,43,683
south dakota,miner,Hillary Clinton,democrat,281,1064
south dakota,miner,Donald Trump,republican,706,1064
south dakota,miner,Other,NA,77,1064
south dakota,minnehaha,Hillary Clinton,democrat,30610,78263
south dakota,minnehaha,Donald Trump,republican,42043,78263
south dakota,minnehaha,Other,NA,5610,78263
south dakota,moody,Hillary Clinton,democrat,1043,2933
south dakota,moody,Donald Trump,republican,1731,2933
south dakota,moody,Other,NA,159,2933
south dakota,pennington,Hillary Clinton,democrat,14074,47743
south dakota,pennington,Donald Trump,republican,29804,47743
south dakota,pennington,Other,NA,3865,47743
south dakota,perkins,Hillary Clinton,democrat,188,1606
south dakota,perkins,Donald Trump,republican,1333,1606
south dakota,perkins,Other,NA,85,1606
south dakota,potter,Hillary Clinton,democrat,215,1337
south dakota,potter,Donald Trump,republican,1071,1337
south dakota,potter,Other,NA,51,1337
south dakota,roberts,Hillary Clinton,democrat,1540,3889
south dakota,roberts,Donald Trump,republican,2144,3889
south dakota,roberts,Other,NA,205,3889
south dakota,sanborn,Hillary Clinton,democrat,241,1123
south dakota,sanborn,Donald Trump,republican,819,1123
south dakota,sanborn,Other,NA,63,1123
south dakota,oglala lakota,Hillary Clinton,democrat,2510,2905
south dakota,oglala lakota,Donald Trump,republican,241,2905
south dakota,oglala lakota,Other,NA,154,2905
south dakota,spink,Hillary Clinton,democrat,919,2951
south dakota,spink,Donald Trump,republican,1854,2951
south dakota,spink,Other,NA,178,2951
south dakota,stanley,Hillary Clinton,democrat,329,1567
south dakota,stanley,Donald Trump,republican,1148,1567
south dakota,stanley,Other,NA,90,1567
south dakota,sully,Hillary Clinton,democrat,137,861
south dakota,sully,Donald Trump,republican,679,861
south dakota,sully,Other,NA,45,861
south dakota,todd,Hillary Clinton,democrat,1505,2125
south dakota,todd,Donald Trump,republican,487,2125
south dakota,todd,Other,NA,133,2125
south dakota,tripp,Hillary Clinton,democrat,462,2630
south dakota,tripp,Donald Trump,republican,2069,2630
south dakota,tripp,Other,NA,99,2630
south dakota,turner,Hillary Clinton,democrat,961,4150
south dakota,turner,Donald Trump,republican,2937,4150
south dakota,turner,Other,NA,252,4150
south dakota,union,Hillary Clinton,democrat,2227,7897
south dakota,union,Donald Trump,republican,5290,7897
south dakota,union,Other,NA,380,7897
south dakota,walworth,Hillary Clinton,democrat,457,2477
south dakota,walworth,Donald Trump,republican,1896,2477
south dakota,walworth,Other,NA,124,2477
south dakota,yankton,Hillary Clinton,democrat,3301,9623
south dakota,yankton,Donald Trump,republican,5659,9623
south dakota,yankton,Other,NA,663,9623
south dakota,ziebach,Hillary Clinton,democrat,353,767
south dakota,ziebach,Donald Trump,republican,368,767
south dakota,ziebach,Other,NA,46,767
tennessee,anderson,Hillary Clinton,democrat,9013,29881
tennessee,anderson,Donald Trump,republican,19212,29881
tennessee,anderson,Other,NA,1656,29881
tennessee,bedford,Hillary Clinton,democrat,3395,15355
tennessee,bedford,Donald Trump,republican,11486,15355
tennessee,bedford,Other,NA,474,15355
tennessee,benton,Hillary Clinton,democrat,1474,6328
tennessee,benton,Donald Trump,republican,4716,6328
tennessee,benton,Other,NA,138,6328
tennessee,bledsoe,Hillary Clinton,democrat,897,4664
tennessee,bledsoe,Donald Trump,republican,3622,4664
tennessee,bledsoe,Other,NA,145,4664
tennessee,blount,Hillary Clinton,democrat,12100,52208
tennessee,blount,Donald Trump,republican,37443,52208
tennessee,blount,Other,NA,2665,52208
tennessee,bradley,Hillary Clinton,democrat,7070,38666
tennessee,bradley,Donald Trump,republican,29768,38666
tennessee,bradley,Other,NA,1828,38666
tennessee,campbell,Hillary Clinton,democrat,2248,12532
tennessee,campbell,Donald Trump,republican,9870,12532
tennessee,campbell,Other,NA,414,12532
tennessee,cannon,Hillary Clinton,democrat,1127,5314
tennessee,cannon,Donald Trump,republican,4007,5314
tennessee,cannon,Other,NA,180,5314
tennessee,carroll,Hillary Clinton,democrat,2327,10384
tennessee,carroll,Donald Trump,republican,7756,10384
tennessee,carroll,Other,NA,301,10384
tennessee,carter,Hillary Clinton,democrat,3453,21084
tennessee,carter,Donald Trump,republican,16898,21084
tennessee,carter,Other,NA,733,21084
tennessee,cheatham,Hillary Clinton,democrat,3878,15924
tennessee,cheatham,Donald Trump,republican,11297,15924
tennessee,cheatham,Other,NA,749,15924
tennessee,chester,Hillary Clinton,democrat,1243,6507
tennessee,chester,Donald Trump,republican,5081,6507
tennessee,chester,Other,NA,183,6507
tennessee,claiborne,Hillary Clinton,democrat,1832,10740
tennessee,claiborne,Donald Trump,republican,8602,10740
tennessee,claiborne,Other,NA,306,10740
tennessee,clay,Hillary Clinton,democrat,707,2920
tennessee,clay,Donald Trump,republican,2141,2920
tennessee,clay,Other,NA,72,2920
tennessee,cocke,Hillary Clinton,democrat,1981,12126
tennessee,cocke,Donald Trump,republican,9791,12126
tennessee,cocke,Other,NA,354,12126
tennessee,coffee,Hillary Clinton,democrat,4743,19971
tennessee,coffee,Donald Trump,republican,14417,19971
tennessee,coffee,Other,NA,811,19971
tennessee,crockett,Hillary Clinton,democrat,1303,5397
tennessee,crockett,Donald Trump,republican,3982,5397
tennessee,crockett,Other,NA,112,5397
tennessee,cumberland,Hillary Clinton,democrat,5202,26360
tennessee,cumberland,Donald Trump,republican,20413,26360
tennessee,cumberland,Other,NA,745,26360
tennessee,davidson,Hillary Clinton,democrat,148864,249068
tennessee,davidson,Donald Trump,republican,84550,249068
tennessee,davidson,Other,NA,15654,249068
tennessee,decatur,Hillary Clinton,democrat,894,4592
tennessee,decatur,Donald Trump,republican,3588,4592
tennessee,decatur,Other,NA,110,4592
tennessee,dekalb,Hillary Clinton,democrat,1569,6955
tennessee,dekalb,Donald Trump,republican,5171,6955
tennessee,dekalb,Other,NA,215,6955
tennessee,dickson,Hillary Clinton,democrat,4722,18699
tennessee,dickson,Donald Trump,republican,13233,18699
tennessee,dickson,Other,NA,744,18699
tennessee,dyer,Hillary Clinton,democrat,2816,13336
tennessee,dyer,Donald Trump,republican,10180,13336
tennessee,dyer,Other,NA,340,13336
tennessee,fayette,Hillary Clinton,democrat,5874,19394
tennessee,fayette,Donald Trump,republican,13055,19394
tennessee,fayette,Other,NA,465,19394
tennessee,fentress,Hillary Clinton,democrat,1100,7333
tennessee,fentress,Donald Trump,republican,6038,7333
tennessee,fentress,Other,NA,195,7333
tennessee,franklin,Hillary Clinton,democrat,4374,16404
tennessee,franklin,Donald Trump,republican,11532,16404
tennessee,franklin,Other,NA,498,16404
tennessee,gibson,Hillary Clinton,democrat,5258,19547
tennessee,gibson,Donald Trump,republican,13786,19547
tennessee,gibson,Other,NA,503,19547
tennessee,giles,Hillary Clinton,democrat,2917,11137
tennessee,giles,Donald Trump,republican,7970,11137
tennessee,giles,Other,NA,250,11137
tennessee,grainger,Hillary Clinton,democrat,1154,8008
tennessee,grainger,Donald Trump,republican,6626,8008
tennessee,grainger,Other,NA,228,8008
tennessee,greene,Hillary Clinton,democrat,4216,23583
tennessee,greene,Donald Trump,republican,18562,23583
tennessee,greene,Other,NA,805,23583
tennessee,grundy,Hillary Clinton,democrat,999,4763
tennessee,grundy,Donald Trump,republican,3636,4763
tennessee,grundy,Other,NA,128,4763
tennessee,hamblen,Hillary Clinton,democrat,4075,20692
tennessee,hamblen,Donald Trump,republican,15857,20692
tennessee,hamblen,Other,NA,760,20692
tennessee,hamilton,Hillary Clinton,democrat,55316,142408
tennessee,hamilton,Donald Trump,republican,78733,142408
tennessee,hamilton,Other,NA,8359,142408
tennessee,hancock,Hillary Clinton,democrat,322,2231
tennessee,hancock,Donald Trump,republican,1843,2231
tennessee,hancock,Other,NA,66,2231
tennessee,hardeman,Hillary Clinton,democrat,4185,9273
tennessee,hardeman,Donald Trump,republican,4919,9273
tennessee,hardeman,Other,NA,169,9273
tennessee,hardin,Hillary Clinton,democrat,1622,9949
tennessee,hardin,Donald Trump,republican,8012,9949
tennessee,hardin,Other,NA,315,9949
tennessee,hawkins,Hillary Clinton,democrat,3507,20774
tennessee,hawkins,Donald Trump,republican,16648,20774
tennessee,hawkins,Other,NA,619,20774
tennessee,haywood,Hillary Clinton,democrat,3711,6834
tennessee,haywood,Donald Trump,republican,3013,6834
tennessee,haywood,Other,NA,110,6834
tennessee,henderson,Hillary Clinton,democrat,1800,10217
tennessee,henderson,Donald Trump,republican,8138,10217
tennessee,henderson,Other,NA,279,10217
tennessee,henry,Hillary Clinton,democrat,3063,12945
tennessee,henry,Donald Trump,republican,9508,12945
tennessee,henry,Other,NA,374,12945
tennessee,hickman,Hillary Clinton,democrat,1824,7813
tennessee,hickman,Donald Trump,republican,5695,7813
tennessee,hickman,Other,NA,294,7813
tennessee,houston,Hillary Clinton,democrat,866,3168
tennessee,houston,Donald Trump,republican,2182,3168
tennessee,houston,Other,NA,120,3168
tennessee,humphreys,Hillary Clinton,democrat,1967,7153
tennessee,humphreys,Donald Trump,republican,4930,7153
tennessee,humphreys,Other,NA,256,7153
tennessee,jackson,Hillary Clinton,democrat,1129,4466
tennessee,jackson,Donald Trump,republican,3236,4466
tennessee,jackson,Other,NA,101,4466
tennessee,jefferson,Hillary Clinton,democrat,3494,19072
tennessee,jefferson,Donald Trump,republican,14776,19072
tennessee,jefferson,Other,NA,802,19072
tennessee,johnson,Hillary Clinton,democrat,988,6579
tennessee,johnson,Donald Trump,republican,5410,6579
tennessee,johnson,Other,NA,181,6579
tennessee,knox,Hillary Clinton,democrat,62878,180697
tennessee,knox,Donald Trump,republican,105767,180697
tennessee,knox,Other,NA,12052,180697
tennessee,lake,Hillary Clinton,democrat,577,1970
tennessee,lake,Donald Trump,republican,1357,1970
tennessee,lake,Other,NA,36,1970
tennessee,lauderdale,Hillary Clinton,democrat,3056,8087
tennessee,lauderdale,Donald Trump,republican,4884,8087
tennessee,lauderdale,Other,NA,147,8087
tennessee,lawrence,Hillary Clinton,democrat,2821,15666
tennessee,lawrence,Donald Trump,republican,12420,15666
tennessee,lawrence,Other,NA,425,15666
tennessee,lewis,Hillary Clinton,democrat,890,4622
tennessee,lewis,Donald Trump,republican,3585,4622
tennessee,lewis,Other,NA,147,4622
tennessee,lincoln,Hillary Clinton,democrat,2554,13348
tennessee,lincoln,Donald Trump,republican,10398,13348
tennessee,lincoln,Other,NA,396,13348
tennessee,loudon,Hillary Clinton,democrat,4919,23391
tennessee,loudon,Donald Trump,republican,17610,23391
tennessee,loudon,Other,NA,862,23391
tennessee,mcminn,Hillary Clinton,democrat,3510,18755
tennessee,mcminn,Donald Trump,republican,14691,18755
tennessee,mcminn,Other,NA,554,18755
tennessee,mcnairy,Hillary Clinton,democrat,1848,10038
tennessee,mcnairy,Donald Trump,republican,7841,10038
tennessee,mcnairy,Other,NA,349,10038
tennessee,macon,Hillary Clinton,democrat,1072,7504
tennessee,macon,Donald Trump,republican,6263,7504
tennessee,macon,Other,NA,169,7504
tennessee,madison,Hillary Clinton,democrat,15448,38120
tennessee,madison,Donald Trump,republican,21335,38120
tennessee,madison,Other,NA,1337,38120
tennessee,marion,Hillary Clinton,democrat,2832,10862
tennessee,marion,Donald Trump,republican,7696,10862
tennessee,marion,Other,NA,334,10862
tennessee,marshall,Hillary Clinton,democrat,2852,11455
tennessee,marshall,Donald Trump,republican,8184,11455
tennessee,marshall,Other,NA,419,11455
tennessee,maury,Hillary Clinton,democrat,10038,35369
tennessee,maury,Donald Trump,republican,23799,35369
tennessee,maury,Other,NA,1532,35369
tennessee,meigs,Hillary Clinton,democrat,856,4320
tennessee,meigs,Donald Trump,republican,3342,4320
tennessee,meigs,Other,NA,122,4320
tennessee,monroe,Hillary Clinton,democrat,3186,17093
tennessee,monroe,Donald Trump,republican,13374,17093
tennessee,monroe,Other,NA,533,17093
tennessee,montgomery,Hillary Clinton,democrat,21699,57620
tennessee,montgomery,Donald Trump,republican,32341,57620
tennessee,montgomery,Other,NA,3580,57620
tennessee,moore,Hillary Clinton,democrat,496,2926
tennessee,moore,Donald Trump,republican,2325,2926
tennessee,moore,Other,NA,105,2926
tennessee,morgan,Hillary Clinton,democrat,1054,6705
tennessee,morgan,Donald Trump,republican,5441,6705
tennessee,morgan,Other,NA,210,6705
tennessee,obion,Hillary Clinton,democrat,2426,12249
tennessee,obion,Donald Trump,republican,9526,12249
tennessee,obion,Other,NA,297,12249
tennessee,overton,Hillary Clinton,democrat,1945,8229
tennessee,overton,Donald Trump,republican,6059,8229
tennessee,overton,Other,NA,225,8229
tennessee,perry,Hillary Clinton,democrat,597,2855
tennessee,perry,Donald Trump,republican,2167,2855
tennessee,perry,Other,NA,91,2855
tennessee,pickett,Hillary Clinton,democrat,536,2615
tennessee,pickett,Donald Trump,republican,2021,2615
tennessee,pickett,Other,NA,58,2615
tennessee,polk,Hillary Clinton,democrat,1252,6520
tennessee,polk,Donald Trump,republican,5097,6520
tennessee,polk,Other,NA,171,6520
tennessee,putnam,Hillary Clinton,democrat,6851,27212
tennessee,putnam,Donald Trump,republican,19002,27212
tennessee,putnam,Other,NA,1359,27212
tennessee,rhea,Hillary Clinton,democrat,1942,11062
tennessee,rhea,Donald Trump,republican,8660,11062
tennessee,rhea,Other,NA,460,11062
tennessee,roane,Hillary Clinton,democrat,4837,21669
tennessee,roane,Donald Trump,republican,15880,21669
tennessee,roane,Other,NA,952,21669
tennessee,robertson,Hillary Clinton,democrat,6637,27113
tennessee,robertson,Donald Trump,republican,19410,27113
tennessee,robertson,Other,NA,1066,27113
tennessee,rutherford,Hillary Clinton,democrat,36706,107436
tennessee,rutherford,Donald Trump,republican,64515,107436
tennessee,rutherford,Other,NA,6215,107436
tennessee,scott,Hillary Clinton,democrat,934,7123
tennessee,scott,Donald Trump,republican,6044,7123
tennessee,scott,Other,NA,145,7123
tennessee,sequatchie,Hillary Clinton,democrat,1053,5694
tennessee,sequatchie,Donald Trump,republican,4441,5694
tennessee,sequatchie,Other,NA,200,5694
tennessee,sevier,Hillary Clinton,democrat,6297,36312
tennessee,sevier,Donald Trump,republican,28629,36312
tennessee,sevier,Other,NA,1386,36312
tennessee,shelby,Hillary Clinton,democrat,208992,337383
tennessee,shelby,Donald Trump,republican,116344,337383
tennessee,shelby,Other,NA,12047,337383
tennessee,smith,Hillary Clinton,democrat,1689,7436
tennessee,smith,Donald Trump,republican,5494,7436
tennessee,smith,Other,NA,253,7436
tennessee,stewart,Hillary Clinton,democrat,1222,5299
tennessee,stewart,Donald Trump,republican,3864,5299
tennessee,stewart,Other,NA,213,5299
tennessee,sullivan,Hillary Clinton,democrat,12578,62278
tennessee,sullivan,Donald Trump,republican,46979,62278
tennessee,sullivan,Other,NA,2721,62278
tennessee,sumner,Hillary Clinton,democrat,18161,71505
tennessee,sumner,Donald Trump,republican,50129,71505
tennessee,sumner,Other,NA,3215,71505
tennessee,tipton,Hillary Clinton,democrat,5785,23481
tennessee,tipton,Donald Trump,republican,16910,23481
tennessee,tipton,Other,NA,786,23481
tennessee,trousdale,Hillary Clinton,democrat,946,3160
tennessee,trousdale,Donald Trump,republican,2103,3160
tennessee,trousdale,Other,NA,111,3160
tennessee,unicoi,Hillary Clinton,democrat,1262,7195
tennessee,unicoi,Donald Trump,republican,5671,7195
tennessee,unicoi,Other,NA,262,7195
tennessee,union,Hillary Clinton,democrat,1012,6247
tennessee,union,Donald Trump,republican,5053,6247
tennessee,union,Other,NA,182,6247
tennessee,van buren,Hillary Clinton,democrat,539,2419
tennessee,van buren,Donald Trump,republican,1820,2419
tennessee,van buren,Other,NA,60,2419
tennessee,warren,Hillary Clinton,democrat,3535,13612
tennessee,warren,Donald Trump,republican,9540,13612
tennessee,warren,Other,NA,537,13612
tennessee,washington,Hillary Clinton,democrat,13024,49750
tennessee,washington,Donald Trump,republican,34252,49750
tennessee,washington,Other,NA,2474,49750
tennessee,wayne,Hillary Clinton,democrat,717,5857
tennessee,wayne,Donald Trump,republican,5036,5857
tennessee,wayne,Other,NA,104,5857
tennessee,weakley,Hillary Clinton,democrat,2772,12184
tennessee,weakley,Donald Trump,republican,9008,12184
tennessee,weakley,Other,NA,404,12184
tennessee,white,Hillary Clinton,democrat,1845,9825
tennessee,white,Donald Trump,republican,7671,9825
tennessee,white,Other,NA,309,9825
tennessee,williamson,Hillary Clinton,democrat,31013,106271
tennessee,williamson,Donald Trump,republican,68212,106271
tennessee,williamson,Other,NA,7046,106271
tennessee,wilson,Hillary Clinton,democrat,14385,56734
tennessee,wilson,Donald Trump,republican,39406,56734
tennessee,wilson,Other,NA,2943,56734
texas,anderson,Hillary Clinton,democrat,3369,16977
texas,anderson,Donald Trump,republican,13201,16977
texas,anderson,Other,NA,407,16977
texas,andrews,Hillary Clinton,democrat,836,4943
texas,andrews,Donald Trump,republican,3927,4943
texas,andrews,Other,NA,180,4943
texas,angelina,Hillary Clinton,democrat,7538,29911
texas,angelina,Donald Trump,republican,21668,29911
texas,angelina,Other,NA,705,29911
texas,aransas,Hillary Clinton,democrat,2465,10512
texas,aransas,Donald Trump,republican,7740,10512
texas,aransas,Other,NA,307,10512
texas,archer,Hillary Clinton,democrat,394,4283
texas,archer,Donald Trump,republican,3786,4283
texas,archer,Other,NA,103,4283
texas,armstrong,Hillary Clinton,democrat,70,1021
texas,armstrong,Donald Trump,republican,924,1021
texas,armstrong,Other,NA,27,1021
texas,atascosa,Hillary Clinton,democrat,4651,13673
texas,atascosa,Donald Trump,republican,8618,13673
texas,atascosa,Other,NA,404,13673
texas,austin,Hillary Clinton,democrat,2320,12274
texas,austin,Donald Trump,republican,9637,12274
texas,austin,Other,NA,317,12274
texas,bailey,Hillary Clinton,democrat,397,1793
texas,bailey,Donald Trump,republican,1344,1793
texas,bailey,Other,NA,52,1793
texas,bandera,Hillary Clinton,democrat,1726,10218
texas,bandera,Donald Trump,republican,8163,10218
texas,bandera,Other,NA,329,10218
texas,bastrop,Hillary Clinton,democrat,10569,28454
texas,bastrop,Donald Trump,republican,16328,28454
texas,bastrop,Other,NA,1557,28454
texas,baylor,Hillary Clinton,democrat,191,1499
texas,baylor,Donald Trump,republican,1267,1499
texas,baylor,Other,NA,41,1499
texas,bee,Hillary Clinton,democrat,3444,8485
texas,bee,Donald Trump,republican,4744,8485
texas,bee,Other,NA,297,8485
texas,bell,Hillary Clinton,democrat,37801,94994
texas,bell,Donald Trump,republican,51998,94994
texas,bell,Other,NA,5195,94994
texas,bexar,Hillary Clinton,democrat,319550,589645
texas,bexar,Donald Trump,republican,240333,589645
texas,bexar,Other,NA,29762,589645
texas,blanco,Hillary Clinton,democrat,1244,5685
texas,blanco,Donald Trump,republican,4212,5685
texas,blanco,Other,NA,229,5685
texas,borden,Hillary Clinton,democrat,31,365
texas,borden,Donald Trump,republican,330,365
texas,borden,Other,NA,4,365
texas,bosque,Hillary Clinton,democrat,1278,7838
texas,bosque,Donald Trump,republican,6339,7838
texas,bosque,Other,NA,221,7838
texas,bowie,Hillary Clinton,democrat,8838,34602
texas,bowie,Donald Trump,republican,24924,34602
texas,bowie,Other,NA,840,34602
texas,brazoria,Hillary Clinton,democrat,43200,121181
texas,brazoria,Donald Trump,republican,72791,121181
texas,brazoria,Other,NA,5190,121181
texas,brazos,Hillary Clinton,democrat,23121,67211
texas,brazos,Donald Trump,republican,38738,67211
texas,brazos,Other,NA,5352,67211
texas,brewster,Hillary Clinton,democrat,1873,4252
texas,brewster,Donald Trump,republican,2077,4252
texas,brewster,Other,NA,302,4252
texas,briscoe,Hillary Clinton,democrat,91,736
texas,briscoe,Donald Trump,republican,625,736
texas,briscoe,Other,NA,20,736
texas,brooks,Hillary Clinton,democrat,1937,2596
texas,brooks,Donald Trump,republican,613,2596
texas,brooks,Other,NA,46,2596
texas,brown,Hillary Clinton,democrat,1621,14026
texas,brown,Donald Trump,republican,12017,14026
texas,brown,Other,NA,388,14026
texas,burleson,Hillary Clinton,democrat,1491,6960
texas,burleson,Donald Trump,republican,5316,6960
texas,burleson,Other,NA,153,6960
texas,burnet,Hillary Clinton,democrat,3797,19204
texas,burnet,Donald Trump,republican,14638,19204
texas,burnet,Other,NA,769,19204
texas,caldwell,Hillary Clinton,democrat,4795,12092
texas,caldwell,Donald Trump,republican,6691,12092
texas,caldwell,Other,NA,606,12092
texas,calhoun,Hillary Clinton,democrat,2118,6965
texas,calhoun,Donald Trump,republican,4638,6965
texas,calhoun,Other,NA,209,6965
texas,callahan,Hillary Clinton,democrat,569,5579
texas,callahan,Donald Trump,republican,4865,5579
texas,callahan,Other,NA,145,5579
texas,cameron,Hillary Clinton,democrat,59402,92079
texas,cameron,Donald Trump,republican,29472,92079
texas,cameron,Other,NA,3205,92079
texas,camp,Hillary Clinton,democrat,1260,4542
texas,camp,Donald Trump,republican,3201,4542
texas,camp,Other,NA,81,4542
texas,carson,Hillary Clinton,democrat,249,2964
texas,carson,Donald Trump,republican,2620,2964
texas,carson,Other,NA,95,2964
texas,cass,Hillary Clinton,democrat,2391,12344
texas,cass,Donald Trump,republican,9726,12344
texas,cass,Other,NA,227,12344
texas,castro,Hillary Clinton,democrat,526,1997
texas,castro,Donald Trump,republican,1414,1997
texas,castro,Other,NA,57,1997
texas,chambers,Hillary Clinton,democrat,2948,16786
texas,chambers,Donald Trump,republican,13339,16786
texas,chambers,Other,NA,499,16786
texas,cherokee,Hillary Clinton,democrat,3469,16790
texas,cherokee,Donald Trump,republican,12919,16790
texas,cherokee,Other,NA,402,16790
texas,childress,Hillary Clinton,democrat,253,2084
texas,childress,Donald Trump,republican,1802,2084
texas,childress,Other,NA,29,2084
texas,clay,Hillary Clinton,democrat,536,5018
texas,clay,Donald Trump,republican,4377,5018
texas,clay,Other,NA,105,5018
texas,cochran,Hillary Clinton,democrat,190,901
texas,cochran,Donald Trump,republican,679,901
texas,cochran,Other,NA,32,901
texas,coke,Hillary Clinton,democrat,140,1423
texas,coke,Donald Trump,republican,1265,1423
texas,coke,Other,NA,18,1423
texas,coleman,Hillary Clinton,democrat,388,3643
texas,coleman,Donald Trump,republican,3177,3643
texas,coleman,Other,NA,78,3643
texas,collin,Hillary Clinton,democrat,140624,361419
texas,collin,Donald Trump,republican,201014,361419
texas,collin,Other,NA,19781,361419
texas,collingsworth,Hillary Clinton,democrat,145,1156
texas,collingsworth,Donald Trump,republican,983,1156
texas,collingsworth,Other,NA,28,1156
texas,colorado,Hillary Clinton,democrat,1987,8513
texas,colorado,Donald Trump,republican,6325,8513
texas,colorado,Other,NA,201,8513
texas,comal,Hillary Clinton,democrat,14238,62178
texas,comal,Donald Trump,republican,45136,62178
texas,comal,Other,NA,2804,62178
texas,comanche,Hillary Clinton,democrat,789,5237
texas,comanche,Donald Trump,republican,4333,5237
texas,comanche,Other,NA,115,5237
texas,concho,Hillary Clinton,democrat,148,1068
texas,concho,Donald Trump,republican,885,1068
texas,concho,Other,NA,35,1068
texas,cooke,Hillary Clinton,democrat,2352,15955
texas,cooke,Donald Trump,republican,13181,15955
texas,cooke,Other,NA,422,15955
texas,coryell,Hillary Clinton,democrat,5064,18253
texas,coryell,Donald Trump,republican,12225,18253
texas,coryell,Other,NA,964,18253
texas,cottle,Hillary Clinton,democrat,92,612
texas,cottle,Donald Trump,republican,506,612
texas,cottle,Other,NA,14,612
texas,crane,Hillary Clinton,democrat,299,1384
texas,crane,Donald Trump,republican,1049,1384
texas,crane,Other,NA,36,1384
texas,crockett,Hillary Clinton,democrat,372,1395
texas,crockett,Donald Trump,republican,980,1395
texas,crockett,Other,NA,43,1395
texas,crosby,Hillary Clinton,democrat,468,1728
texas,crosby,Donald Trump,republican,1181,1728
texas,crosby,Other,NA,79,1728
texas,culberson,Hillary Clinton,democrat,454,767
texas,culberson,Donald Trump,republican,280,767
texas,culberson,Other,NA,33,767
texas,dallam,Hillary Clinton,democrat,222,1544
texas,dallam,Donald Trump,republican,1261,1544
texas,dallam,Other,NA,61,1544
texas,dallas,Hillary Clinton,democrat,461080,758973
texas,dallas,Donald Trump,republican,262945,758973
texas,dallas,Other,NA,34948,758973
texas,dawson,Hillary Clinton,democrat,835,3563
texas,dawson,Donald Trump,republican,2636,3563
texas,dawson,Other,NA,92,3563
texas,deaf smith,Hillary Clinton,democrat,1185,4216
texas,deaf smith,Donald Trump,republican,2911,4216
texas,deaf smith,Other,NA,120,4216
texas,delta,Hillary Clinton,democrat,400,2281
texas,delta,Donald Trump,republican,1836,2281
texas,delta,Other,NA,45,2281
texas,denton,Hillary Clinton,democrat,110890,298645
texas,denton,Donald Trump,republican,170603,298645
texas,denton,Other,NA,17152,298645
texas,dewitt,Hillary Clinton,democrat,1163,6844
texas,dewitt,Donald Trump,republican,5519,6844
texas,dewitt,Other,NA,162,6844
texas,dickens,Hillary Clinton,democrat,128,909
texas,dickens,Donald Trump,republican,755,909
texas,dickens,Other,NA,26,909
texas,dimmit,Hillary Clinton,democrat,2173,3225
texas,dimmit,Donald Trump,republican,974,3225
texas,dimmit,Other,NA,78,3225
texas,donley,Hillary Clinton,democrat,191,1465
texas,donley,Donald Trump,republican,1225,1465
texas,donley,Other,NA,49,1465
texas,duval,Hillary Clinton,democrat,2783,4168
texas,duval,Donald Trump,republican,1316,4168
texas,duval,Other,NA,69,4168
texas,eastland,Hillary Clinton,democrat,776,6963
texas,eastland,Donald Trump,republican,6011,6963
texas,eastland,Other,NA,176,6963
texas,ector,Hillary Clinton,democrat,10249,36530
texas,ector,Donald Trump,republican,25020,36530
texas,ector,Other,NA,1261,36530
texas,edwards,Hillary Clinton,democrat,303,1073
texas,edwards,Donald Trump,republican,746,1073
texas,edwards,Other,NA,24,1073
texas,ellis,Hillary Clinton,democrat,16253,63673
texas,ellis,Donald Trump,republican,44941,63673
texas,ellis,Other,NA,2479,63673
texas,el paso,Hillary Clinton,democrat,147843,214008
texas,el paso,Donald Trump,republican,55512,214008
texas,el paso,Other,NA,10653,214008
texas,erath,Hillary Clinton,democrat,2160,13893
texas,erath,Donald Trump,republican,11210,13893
texas,erath,Other,NA,523,13893
texas,falls,Hillary Clinton,democrat,1684,5248
texas,falls,Donald Trump,republican,3441,5248
texas,falls,Other,NA,123,5248
texas,fannin,Hillary Clinton,democrat,2132,12044
texas,fannin,Donald Trump,republican,9548,12044
texas,fannin,Other,NA,364,12044
texas,fayette,Hillary Clinton,democrat,2144,11174
texas,fayette,Donald Trump,republican,8743,11174
texas,fayette,Other,NA,287,11174
texas,fisher,Hillary Clinton,democrat,403,1729
texas,fisher,Donald Trump,republican,1265,1729
texas,fisher,Other,NA,61,1729
texas,floyd,Hillary Clinton,democrat,435,1959
texas,floyd,Donald Trump,republican,1474,1959
texas,floyd,Other,NA,50,1959
texas,foard,Hillary Clinton,democrat,113,513
